block_number,latency_ms,peak_bin,peak_magnitude
993,0.102362,20,4096.09
994,0.098654,20,4107.48
995,0.102771,20,4097.19
996,0.09389,20,4092.88
997,0.100852,20,4114.04
998,0.133878,20,4102.16
999,0.107928,20,4086.05
1000,0.104976,20,4108.04
1001,0.098451,20,4098.97
1002,0.128452,20,4082.66
1003,0.099926,20,4117.41
1004,0.103014,20,4076.15
1005,0.103277,20,4092.23
1006,0.100038,20,4100.76
1007,0.10726,20,4086.53
1008,0.114354,20,4083.47
1009,0.12545,20,4089.95
1010,0.145569,20,4095.74
1011,0.100364,20,4094.7
1012,0.10154,20,4080.68
1013,0.139953,20,4091.32
1014,0.100469,20,4109.02
1015,0.166008,20,4084.99
1016,0.11804,20,4111.31
1017,0.106693,20,4099.13
1018,0.109873,20,4092.56
1019,0.146085,20,4099.96
1020,0.113392,20,4081.44
1021,0.125869,20,4088.19
1022,0.09843,20,4096.2
1023,0.098569,20,4093.06
1024,0.103514,20,4089.63
1025,0.152506,20,4093.88
1026,0.106156,20,4092.63
1027,0.131687,20,4084.52
1028,0.101074,20,4088.39
1029,0.099817,20,4085.31
1030,0.098973,20,4080
1031,0.123268,20,4112.18
1032,0.097639,20,4094.24
1033,0.106861,20,4086.2
1034,0.103644,20,4080.25
1035,0.099313,20,4101.54
1036,0.106608,20,4086.37
1037,0.099156,20,4082.03
1038,0.106233,20,4083.93
1039,0.096316,20,4098.96
1040,0.114064,20,4097.15
1041,0.098891,20,4114.45
1042,0.100297,20,4090.76
1043,0.117858,20,4109.33
1044,0.103877,20,4076.74
1045,0.108414,20,4082.7
1046,0.10242,20,4087.8
1047,0.126923,20,4101.4
1048,0.108455,20,4085.64
1049,0.117905,20,4098.45
1050,0.094695,20,4108.49
1051,0.108793,20,4109.46
1052,0.100637,20,4103.08
1053,0.099911,20,4080
1054,0.136388,20,4097.9
1055,0.104842,20,4102.3
1056,0.108034,20,4113.59
1057,0.099572,20,4081.61
1058,0.103098,20,4093.07
1059,0.108991,20,4103.62
1060,0.110833,20,4098.11
1061,0.102049,20,4099.89
1062,0.113326,20,4089.87
1063,0.094773,20,4079.11
1064,0.096809,20,4106.17
1065,0.095731,20,4090.51
1066,0.103407,20,4092.14
1067,0.098613,20,4106.1
1068,0.10145,20,4090.49
1069,0.128803,20,4098.42
1070,0.10095,20,4094.81
1071,0.098987,20,4100.77
1072,0.106976,20,4089.97
1073,0.103071,20,4090.29
1074,0.099389,20,4097.82
1075,0.109662,20,4111.37
1076,0.099845,20,4077.05
1077,0.09702,20,4118.29
1078,0.107991,20,4088.68
1079,0.110359,20,4090.49
1080,0.131662,20,4082.29
1081,0.109208,20,4101.07
1082,0.097935,20,4101.73
1083,0.098581,20,4077.83
1084,0.107712,20,4095.9
1085,0.111769,20,4102.36
1086,0.095495,20,4100.81
1087,0.095982,20,4101.28
1088,0.093451,20,4086.4
1089,0.091577,20,4111.37
1090,0.092479,20,4090.23
1091,0.095994,20,4113.65
1092,0.125044,20,4092.37
1093,0.113168,20,4094.56
1094,0.224448,20,4091.87
1095,0.103605,20,4085.8
1096,0.119869,20,4094.01
1097,0.106036,20,4090.38
1098,0.104172,20,4084.62
1099,0.107182,20,4102.35
1100,0.105948,20,4075.97
1101,0.099283,20,4093.03
1102,0.097039,20,4102.28
1103,0.096795,20,4089.33
1104,0.126276,20,4089.52
1105,0.107565,20,4088.11
1106,0.099056,20,4084.3
1107,0.108624,20,4093.35
1108,0.101287,20,4096.78
1109,0.097733,20,4117.55
1110,0.109887,20,4079.95
1111,0.107353,20,4077.13
1112,0.100833,20,4078.78
1113,0.100181,20,4105.42
1114,0.104081,20,4092.73
1115,0.10077,20,4086.89
1116,0.177521,20,4098.28
1117,0.096231,20,4107.34
1118,0.100986,20,4089.1
1119,0.098471,20,4083.06
1120,0.102261,20,4090.21
1121,0.159759,20,4092.69
1122,0.107801,20,4110.09
1123,0.101539,20,4083.03
1124,0.100252,20,4090.04
1125,0.097578,20,4086.97
1126,0.103446,20,4091.5
1127,0.122018,20,4101.51
1128,0.141918,20,4090.06
1129,0.113588,20,4106.09
1130,0.115106,20,4082.73
1131,0.107193,20,4111.66
1132,0.104164,20,4110.51
1133,0.125331,20,4092.1
1134,0.129627,20,4080.79
1135,0.101599,20,4085.44
1136,0.143373,20,4082.78
1137,0.098818,20,4099.06
1138,0.104325,20,4111.9
1139,0.097033,20,4100.06
1140,0.10512,20,4072.32
1141,0.104027,20,4096.67
1142,0.171203,20,4102
1143,0.104045,20,4088.3
1144,0.107457,20,4108.49
1145,0.128425,20,4082.91
1146,0.16404,20,4094.45
1147,0.112258,20,4108.55
1148,0.15765,20,4109.62
1149,0.109801,20,4104.39
1150,0.156991,20,4090.14
1151,0.111451,20,4096.23
1152,0.137334,20,4079.29
1153,0.108443,20,4093.45
1154,0.13031,20,4100.32
1155,0.100455,20,4112.32
1156,0.123539,20,4106.57
1157,0.122713,20,4088.26
1158,0.11784,20,4111.75
1159,0.117378,20,4108
1160,0.102605,20,4086.82
1161,0.115501,20,4083.58
1162,0.100927,20,4113.5
1163,0.095599,20,4120.56
1164,0.094318,20,4103.7
1165,0.106897,20,4081.09
1166,0.109479,20,4087.76
1167,0.138617,20,4097.74
1168,0.113702,20,4068.03
1169,0.101423,20,4106.45
1170,0.123118,20,4104
1171,0.100523,20,4108.88
1172,0.121508,20,4090.57
1173,0.10681,20,4118.5
1174,0.106484,20,4092.9
1175,0.132385,20,4086.78
1176,0.116933,20,4103.35
1177,0.138494,20,4090.85
1178,0.110756,20,4100.36
1179,0.103264,20,4092.88
1180,0.147305,20,4099.05
1181,0.130138,20,4098.86
1182,0.099858,20,4095.78
1183,0.114242,20,4092.19
1184,0.102056,20,4119.75
1185,0.112563,20,4100.18
1186,0.106607,20,4104.25
1187,0.104994,20,4080.03
1188,0.114037,20,4101.44
1189,0.12719,20,4114.84
1190,0.104007,20,4111.6
1191,0.107462,20,4090.07
1192,0.125643,20,4083.27
1193,0.098479,20,4117.41
1194,0.124452,20,4097.2
1195,0.177635,20,4096.95
1196,0.109471,20,4091.92
1197,0.102788,20,4107.29
1198,0.103661,20,4091.82
1199,0.111986,20,4091.37
1200,0.156436,20,4086.29
1201,0.098207,20,4109.53
1202,0.099341,20,4096.08
1203,0.100501,20,4085.32
1204,0.130097,20,4112.45
1205,0.101555,20,4095.14
1206,0.106845,20,4079.83
1207,0.102516,20,4107.28
1208,0.123206,20,4093.07
1209,0.136901,20,4081.45
1210,0.103411,20,4085.83
1211,0.104862,20,4086.65
1212,0.10865,20,4101.99
1213,0.100039,20,4085.9
1214,0.105068,20,4088.58
1215,0.097555,20,4094.65
1216,0.109951,20,4092.07
1217,0.145711,20,4099.73
1218,0.103712,20,4113.02
1219,0.096034,20,4092.23
1220,0.103463,20,4102.54
1221,0.097547,20,4093.28
1222,0.110872,20,4091.24
1223,0.098266,20,4100.34
1224,0.109251,20,4102.67
1225,0.134919,20,4108.5
1226,0.096422,20,4093.43
1227,0.097649,20,4102.82
1228,0.100844,20,4088.1
1229,0.096925,20,4090.12
1230,0.106553,20,4106.62
1231,0.121447,20,4106.91
1232,0.105709,20,4117.72
1233,0.10282,20,4100.29
1234,0.12397,20,4093.8
1235,0.099671,20,4101.25
1236,0.105053,20,4099.45
1237,0.15773,20,4104.02
1238,0.147041,20,4102.99
1239,0.102,20,4093.9
1240,0.102696,20,4096.25
1241,0.103798,20,4098.27
1242,0.104924,20,4116.96
1243,0.111752,20,4092.99
1244,0.10223,20,4089.33
1245,0.099045,20,4108.32
1246,0.117738,20,4090.48
1247,0.121435,20,4109.21
1248,0.102539,20,4100.27
1249,0.099306,20,4085.89
1250,0.10198,20,4097.36
1251,0.152934,20,4092.65
1252,0.11496,20,4090.64
1253,0.111751,20,4093.64
1254,0.097757,20,4108.54
1255,0.104499,20,4100.52
1256,0.104713,20,4082.5
1257,0.135041,20,4100.04
1258,0.139526,20,4089.25
1259,0.121608,20,4077.83
1260,0.108623,20,4098.92
1261,0.0963,20,4097.91
1262,0.096954,20,4096.46
1263,0.122522,20,4090.44
1264,0.098427,20,4101.52
1265,0.12144,20,4093.58
1266,0.09742,20,4125.62
1267,0.107487,20,4116.74
1268,0.098643,20,4097.21
1269,0.113786,20,4085.92
1270,0.125033,20,4074.81
1271,0.099692,20,4129.22
1272,0.129662,20,4096.79
1273,0.096394,20,4088.88
1274,0.096259,20,4096.46
1275,0.096957,20,4085.18
1276,0.10334,20,4111.82
1277,0.129147,20,4084.14
1278,0.101279,20,4094.91
1279,0.101513,20,4088.73
1280,0.100905,20,4097.38
1281,0.126148,20,4101.25
1282,0.098048,20,4092.12
1283,0.11131,20,4098.7
1284,0.123102,20,4110.86
1285,0.120194,20,4092.09
1286,0.10642,20,4098.56
1287,0.101797,20,4081.36
1288,0.124321,20,4091.13
1289,0.099911,20,4099.6
1290,0.100432,20,4107.31
1291,0.107079,20,4112.86
1292,0.099631,20,4103.39
1293,0.101617,20,4083.75
1294,0.118746,20,4087.57
1295,0.100222,20,4099.55
1296,0.099691,20,4091.63
1297,0.103649,20,4075.6
1298,0.0992,20,4095.98
1299,0.133193,20,4097.56
1300,0.106049,20,4092.88
1301,0.105351,20,4107.28
1302,0.115978,20,4097.91
1303,0.126934,20,4099.16
1304,0.122724,20,4101.34
1305,0.111396,20,4098.26
1306,0.105569,20,4089.96
1307,0.123574,20,4098.69
1308,0.103016,20,4087.64
1309,0.10803,20,4089.32
1310,0.108237,20,4086.64
1311,0.121489,20,4098.43
1312,0.111869,20,4090.4
1313,0.104102,20,4120.48
1314,0.103163,20,4089.81
1315,0.100057,20,4092.85
1316,0.102827,20,4113.88
1317,0.123638,20,4093.12
1318,0.146197,20,4086.49
1319,0.123273,20,4081.32
1320,0.133983,20,4085.22
1321,0.130849,20,4092.14
1322,0.123518,20,4101.19
1323,0.102457,20,4090.66
1324,0.100006,20,4088.04
1325,0.100518,20,4092.5
1326,0.14587,20,4115.43
1327,0.130266,20,4104.16
1328,0.132076,20,4108.62
1329,0.18384,20,4101.66
1330,0.194101,20,4096.07
1331,0.149345,20,4102.34
1332,0.143807,20,4095.93
1333,0.142038,20,4084.25
1334,0.124314,20,4099.15
1335,0.136272,20,4094.45
1336,0.140794,20,4094.15
1337,0.137489,20,4080.37
1338,0.153433,20,4090.83
1339,0.147509,20,4114.67
1340,0.126506,20,4101.5
1341,0.14876,20,4094.64
1342,0.136506,20,4087.53
1343,0.130075,20,4096.93
1344,0.16172,20,4093.89
1345,0.201356,20,4097.65
1346,0.133707,20,4086.07
1347,0.123194,20,4086.79
1348,0.146337,20,4099.31
1349,0.128108,20,4103.79
1350,0.130768,20,4056.29
1351,0.125252,20,4095.74
1352,0.10477,20,4094.51
1353,0.093091,20,4091.46
1354,0.105725,20,4083.22
1355,0.111814,20,4106.74
1356,0.141072,20,4099.75
1357,0.127568,20,4109.01
1358,0.09938,20,4109.24
1359,0.10944,20,4087.75
1360,0.144115,20,4089.81
1361,0.113629,20,4080.2
1362,0.103092,20,4096.79
1363,0.102928,20,4077.1
1364,0.12693,20,4097.13
1365,0.106169,20,4100
1366,0.119798,20,4099.72
1367,0.100534,20,4106.58
1368,0.105357,20,4093.58
1369,0.10036,20,4081.58
1370,0.097639,20,4109.47
1371,0.105841,20,4110.65
1372,0.10174,20,4095.84
1373,0.095674,20,4104.55
1374,0.100081,20,4084.94
1375,0.103005,20,4106.66
1376,0.13057,20,4100.37
1377,0.097894,20,4110.13
1378,0.106153,20,4080.11
1379,0.113094,20,4075.66
1380,0.151636,20,4086.19
1381,0.09981,20,4102.67
1382,0.097455,20,4094.63
1383,0.123208,20,4103.99
1384,0.129573,20,4091.31
1385,0.095019,20,4078.74
1386,0.100819,20,4113.07
1387,0.112832,20,4112.22
1388,0.096329,20,4117.03
1389,0.101515,20,4084.18
1390,0.112979,20,4088.31
1391,0.108421,20,4108.52
1392,0.104272,20,4061.11
1393,0.145957,20,4100.25
1394,0.099515,20,4102.4
1395,0.099597,20,4108.7
1396,0.113476,20,4084.53
1397,0.098889,20,4088.42
1398,0.102584,20,4098.67
1399,0.101375,20,4087.58
1400,0.122497,20,4094.27
1401,0.096696,20,4114.34
1402,0.11286,20,4090.7
1403,0.118275,20,4096.39
1404,0.113542,20,4104.98
1405,0.103133,20,4091.25
1406,0.117894,20,4101.13
1407,0.104013,20,4092.84
1408,0.111407,20,4108.33
1409,0.121745,20,4093.19
1410,0.098669,20,4095.13
1411,0.112026,20,4102.93
1412,0.107465,20,4105.71
1413,0.102127,20,4084.21
1414,0.09965,20,4079.98
1415,0.151484,20,4105.19
1416,0.106831,20,4110.49
1417,0.108875,20,4088.22
1418,0.092526,20,4107.31
1419,0.108455,20,4077.58
1420,0.11101,20,4107.38
1421,0.102945,20,4096.96
1422,0.111082,20,4086.41
1423,0.116903,20,4107.12
1424,0.107597,20,4098.82
1425,0.140531,20,4091.77
1426,0.110512,20,4079.74
1427,0.099353,20,4100.9
1428,0.119625,20,4103.11
1429,0.094631,20,4086.29
1430,0.104039,20,4086.08
1431,0.10743,20,4091.3
1432,0.103725,20,4086.11
1433,0.128783,20,4107.33
1434,0.128668,20,4133.23
1435,0.118322,20,4097.29
1436,0.121346,20,4103.68
1437,0.096051,20,4100.47
1438,0.136555,20,4093.59
1439,0.100097,20,4093
1440,0.128963,20,4088.53
1441,0.102887,20,4087.26
1442,0.128345,20,4080.21
1443,0.129157,20,4081.82
1444,0.103315,20,4110.66
1445,0.123159,20,4108.92
1446,0.116151,20,4083.61
1447,0.107727,20,4095.77
1448,0.101486,20,4098.03
1449,0.120859,20,4091.32
1450,0.123453,20,4108.69
1451,0.144041,20,4100.36
1452,0.1277,20,4090.59
1453,0.094622,20,4108
1454,0.093157,20,4096.71
1455,0.100813,20,4096.18
1456,0.103078,20,4082.61
1457,0.151453,20,4090.12
1458,0.112491,20,4116.32
1459,0.100552,20,4077.2
1460,0.112003,20,4092.13
1461,0.098858,20,4084.27
1462,0.127833,20,4085.56
1463,0.099988,20,4113.58
1464,0.106037,20,4086.42
1465,0.104041,20,4095.15
1466,0.104428,20,4109.13
1467,0.126027,20,4105.24
1468,0.123608,20,4095.39
1469,0.108511,20,4089.1
1470,0.113791,20,4109.71
1471,0.099515,20,4108.92
1472,0.151207,20,4080.98
1473,0.116923,20,4097.31
1474,0.096063,20,4104
1475,0.104121,20,4097.01
1476,0.099619,20,4117.05
1477,0.110135,20,4082.34
1478,0.167305,20,4098.55
1479,0.111991,20,4087.94
1480,0.117864,20,4108.78
1481,0.104775,20,4111.84
1482,0.114152,20,4098.17
1483,0.107263,20,4069.58
1484,0.137912,20,4099.24
1485,0.106368,20,4101.17
1486,0.141619,20,4110.71
1487,0.12931,20,4090.36
1488,0.100502,20,4091.02
1489,0.117245,20,4083.9
1490,0.133029,20,4091.28
1491,0.10103,20,4105.4
1492,0.12479,20,4080.61
1493,0.106038,20,4103.95
1494,0.104398,20,4080.58
1495,0.111313,20,4083.32
1496,0.111297,20,4082.82
1497,0.127754,20,4091.6
1498,0.138688,20,4086.87
1499,0.099601,20,4087.09
