freq_over_symbol_rate,alpha_0.0_db,alpha_0.2_db,alpha_0.35_db,alpha_0.5_db,alpha_1.0_db
-1.22265625,-35.51129259769313,-37.533141302573185,-45.51466728423428,-48.7013058971986,-43.546893560190924
-1.21875,-35.691025523960334,-38.22819672650918,-47.643575696754176,-46.99334046734939,-42.79825879172427
-1.21484375,-35.8994711743372,-39.0162416507156,-50.53680602209157,-45.57164967501433,-42.119067266792236
-1.2109375,-36.13849548210045,-39.91721813268454,-55.00434588192117,-44.357774096547445,-41.50063390157703
-1.20703125,-36.41031965793775,-40.959027115757046,-64.96627657576715,-43.30242347705453,-40.936141512540026
-1.203125,-36.717597161475275,-42.18238978307432,-63.57043824917554,-42.37261831884446,-40.42016781532804
-1.19921875,-37.063514777320016,-43.65010750471049,-54.41538901859445,-41.54522121007416,-39.94835689210022
-1.1953125,-37.45192716689162,-45.4665736820252,-50.03409892621609,-40.80338996414736,-39.51718576211815
-1.19140625,-37.887538862631565,-47.8251425394184,-47.124473392004475,-40.13449948219075,-39.123795418872255
-1.1875,-38.37615502814708,-51.15098204862531,-44.94497380621566,-39.52885821403391,-38.76586674422353
-1.18359375,-38.92503444822968,-56.73966902564381,-43.20498077490229,-38.978880592297074,-38.44152845408146
-1.1796875,-39.54339894910281,-78.26963616050294,-41.76016955405367,-38.47853409649959,-38.149288476837214
-1.17578125,-40.243190301332,-58.218904651071355,-40.52830739705541,-38.02295857231492,-37.88798291862254
-1.171875,-41.040234248269186,-51.73290759100467,-39.458079582733646,-37.60819739572332,-37.6567386059429
-1.16796875,-41.95610613495929,-48.03948892619519,-38.515317536024526,-37.23100346604902,-37.45494645975395
-1.1640625,-43.02127566321782,-45.445190040022666,-37.67613442597636,-36.88869659941272,-37.28224385671457
-1.16015625,-44.28075250246266,-43.44566309535768,-36.92318744008241,-36.57905707176213,-37.13850480795864
-1.15625,-45.80507838064544,-41.821192320589844,-36.2434996745128,-36.300245138749446,-37.02383732372692
-1.15234375,-47.714193305635234,-40.45609010643985,-35.627120661763776,-36.050739602255824,-36.93858779904534
-1.1484375,-50.237978733731865,-39.28190721290473,-35.06626575501724,-35.82929061682427,-36.88335270422982
-1.14453125,-53.91261070177974,-38.25478315094265,-34.5547427277066,-35.63488335285837,-36.85899834414847
-1.140625,-60.60853654937301,-37.344931700037016,-34.087557879430996,-35.46671010959714,-36.86669001710554
-1.13671875,-75.38146135780141,-36.531209477707634,-33.66063832682911,-35.32414915564551,-36.907932628552594
-1.1328125,-57.78988132181244,-35.798077188717286,-33.27063180096006,-35.20674906721141,-36.98462579648816
-1.12890625,-52.309741193699,-35.133790628505864,-32.91475953417581,-35.114217698633546,-37.099137875476565
-1.125,-48.946477079692016,-34.52926882081687,-32.59070637520991,-35.046415199514726,-37.25440536392781
-1.12109375,-46.51073809782794,-33.977356328318834,-32.29653756837069,-35.003350717947285,-37.45406723730039
