freq_over_symbol_rate,alpha_0.0_db,alpha_0.2_db,alpha_0.35_db,alpha_0.5_db,alpha_1.0_db
-1.1171875,-44.600614520469925,-33.47232580624198,-32.03063500534335,-34.98518262209367,-37.702648534214944
-1.11328125,-43.03081179499468,-33.009532752007914,-31.791647959944488,-34.99222225042035,-38.00581518079413
-1.109375,-41.700468447295194,-32.58516991151992,-31.578454786914488,-35.02494137980081,-38.37073469292818
-1.10546875,-40.5485747997034,-32.19608883583593,-31.390133069377004,-35.08398379626891,-38.80659906018286
-1.1015625,-39.535415101486954,-31.839667837534815,-31.225936398504096,-35.17018158343545,-39.32540473361275
-1.09765625,-38.63369607230413,-31.51371273426963,-31.085276465786208,-35.284577031376344,-39.94315679092302
-1.09375,-37.823864471242516,-31.216381233676877,-30.967709509373016,-35.4284514455032,-40.68180684030686
-1.08984375,-37.091443700800056,-30.94612468448098,-30.87292642502254,-35.60336264574403,-41.57253504398429
-1.0859375,-36.42542730117711,-30.701642808422797,-30.80074605900593,-35.811193658923465,-42.6616761451388
-1.08203125,-35.81726298003348,-30.481848299256185,-30.751111365685965,-36.05421612574167,-44.022343375977925
-1.078125,-35.26018455617786,-30.28583904830151,-30.724088251665655,-36.33517343296766,-45.77992379821058
