trace_id,sample_index,amplitude
17,8,-0.09576485652518335
17,9,-0.23134658744916647
17,10,-0.3404240862354082
17,11,-0.4091010375284674
17,12,-0.4481363951002855
17,13,-0.42730832664336627
17,14,-0.32478544802844267
17,15,-0.17515578194607143
18,0,-0.09576485652518335
18,1,-0.23134658744916647
18,2,-0.3404240862354082
18,3,-0.4091010375284674
18,4,-0.4481363951002855
18,5,-0.42730832664336627
18,6,-0.32478544802844267
18,7,-0.17515578194607143
18,8,-6.938893903907228e-18
18,9,0.17515578194607145
18,10,0.32478544802844267
18,11,0.42730832664336627
18,12,0.4481363951002856
18,13,0.4091010375284674
18,14,0.3404240862354082
18,15,0.23134658744916645
19,0,-6.938893903907228e-18
19,1,0.17515578194607145
19,2,0.32478544802844267
19,3,0.42730832664336627
19,4,0.4481363951002856
19,5,0.4091010375284674
19,6,0.3404240862354082
19,7,0.23134658744916645
19,8,0.09576485652518335
19,9,-0.050297578373209154
19,10,-0.1911374149272711
19,11,-0.31354680790197187
19,12,-0.38813266503311383
19,13,-0.4373917449565825
19,14,-0.4869939892828484
19,15,-0.5165688563787472
20,0,0.09576485652518335
20,1,-0.050297578373209154
20,2,-0.1911374149272711
20,3,-0.31354680790197187
20,4,-0.38813266503311383
20,5,-0.4373917449565825
20,6,-0.4869939892828484
20,7,-0.5165688563787472
20,8,-0.5263773209460798
20,9,-0.5165688563787472
20,10,-0.4869939892828484
20,11,-0.4373917449565825
20,12,-0.3881326650331137
20,13,-0.31354680790197187
20,14,-0.19113741492727107
20,15,-0.05029757837320917
21,0,-0.5263773209460798
21,1,-0.5165688563787472
21,2,-0.4869939892828484
21,3,-0.4373917449565825
21,4,-0.3881326650331137
21,5,-0.31354680790197187
21,6,-0.19113741492727107
21,7,-0.05029757837320917
21,8,0.09576485652518335
21,9,0.23134658744916647
21,10,0.3404240862354082
21,11,0.4091010375284674
21,12,0.4481363951002855
21,13,0.42730832664336627
21,14,0.32478544802844267
21,15,0.17515578194607143
22,0,0.09576485652518335
22,1,0.23134658744916647
22,2,0.3404240862354082
22,3,0.4091010375284674
22,4,0.4481363951002855
22,5,0.42730832664336627
22,6,0.32478544802844267
22,7,0.17515578194607143
22,8,6.938893903907228e-18
22,9,-0.17515578194607145
22,10,-0.32478544802844267
22,11,-0.42730832664336627
22,12,-0.4481363951002856
22,13,-0.4091010375284674
22,14,-0.3404240862354082
22,15,-0.23134658744916645
23,0,6.938893903907228e-18
23,1,-0.17515578194607145
23,2,-0.32478544802844267
23,3,-0.42730832664336627
23,4,-0.4481363951002856
23,5,-0.4091010375284674
23,6,-0.3404240862354082
23,7,-0.23134658744916645
23,8,-0.09576485652518335
23,9,0.050297578373209154
23,10,0.1911374149272711
23,11,0.31354680790197187
23,12,0.38813266503311383
23,13,0.4373917449565825
23,14,0.4869939892828484
23,15,0.5165688563787472
24,0,-0.09576485652518335
24,1,0.050297578373209154
24,2,0.1911374149272711
24,3,0.31354680790197187
24,4,0.38813266503311383
24,5,0.4373917449565825
24,6,0.4869939892828484
24,7,0.5165688563787472
24,8,0.5263773209460798
24,9,0.5165688563787472
24,10,0.4869939892828484
24,11,0.4373917449565825
24,12,0.34766318034435284
24,13,0.295339518787073
24,14,0.2067760531342366
24,15,0.10648838387630419
25,0,0.5263773209460798
25,1,0.5165688563787472
25,2,0.4869939892828484
25,3,0.4373917449565825
25,4,0.34766318034435284
25,5,0.295339518787073
25,6,0.2067760531342366
25,7,0.10648838387630419
25,8,-6.938893903907228e-18
25,9,-0.10648838387630417
25,10,-0.20677605313423664
25,11,-0.295339518787073
25,12,-0.3881326650331138
25,13,-0.4555990340714814
25,14,-0.4713553510758829
25,15,-0.4603780508756521
26,0,-6.938893903907228e-18
26,1,-0.10648838387630417
26,2,-0.20677605313423664
26,3,-0.295339518787073
26,4,-0.3881326650331138
26,5,-0.4555990340714814
26,6,-0.4713553510758829
26,7,-0.4603780508756521
26,8,-0.43061246442089646
